命缘相思苦刀斩不断忧郁##流行 伤感 安静 ##13442704053##229
倾听自然 · 海之遐想##轻音乐 夜晚 放松 ##819618896##426821
【戏腔专题】伶人入画，一生天涯##古风 华语 古典 ##83942307##769515
氛围后摇 | 被孤立的鲸 偶遇坠入海底的星##摇滚 孤独 电子 ##6852909267##2778
钢琴摇滚 I 浪子赠予诗人的一纸情书##摇滚 钢琴 流行 ##374687888##22368
乡村摇滚 I 一簇炽而不灼的篝火##欧美 乡村 摇滚 ##530916024##9865
欧美优质hiphop 顶级唱腔和丝滑flow##欧美 说唱 兴奋 ##8236726038##82988
呼喊与细语，欧美古典电影精选##欧美 影视原声 经典 ##813645724##51572
电影配乐，当优雅华尔兹遇上激情探戈##欧美 经典 影视原声 ##2226210869##49072
『国摇』一百支乐队一百种精神信仰##华语 摇滚 ##2179431622##324172
257位西海岸说唱歌手精选##说唱 欧美 经典 ##83105064##85887
夏日多巴胺快乐氛围曲•欢快旋律##流行 快乐 清新 ##8542903484##8319
《天赐的声音》那些惊艳全场的歌曲##华语 流行 综艺 ##8734505317##8929
甜辣妆调 | 送给精致女孩的化妆歌单##欧美 流行 说唱 ##8716116122##979
高级感chill｜慵懒放松 卧室暧昧氛围##欧美 夜晚 放松 ##8413001593##36495
微醺 慵懒 暧昧 性张力 浪漫 清冷 朦胧##酒吧 欧美 流行 ##8163369495##12136
华语浪漫摇滚乐队 I 音乐节总是要去的吧##华语 流行 摇滚 ##7472353248##7214
如果忧郁是种天赋 我想我早已名扬天下##华语 流行 ##8906294483##2637
烟雨江南 | 雾雨朦胧 古韵浓香 如诗如画##古风 华语 流行 ##8448813140##11064
『英文R&B』微醺缥游在浪漫时空##欧美 流行 R&B/Soul ##8436954261##8791
听觉盛宴｜凄美纯音##轻音乐 浪漫 伤感 ##6812369##252330
小甜歌pink | 心动crush 邂逅甜甜的你~##流行 治愈 快乐 ##8616356697##2831
少女向R&B | 快乐鼓点 带点可愛甜蜜的味道##欧美 R&B/Soul 浪漫 ##9099444206##9694
华语R&B | 浪漫又好听的华语节奏布鲁斯##华语 流行 R&B/Soul ##8421208520##10178
假日清爽风 | 感受阳光 感受清新与自由！##欧美 流行 快乐 ##8756753298##4064
[日系]绝美女声，前奏秒杀.每一首都是精选~##日语 ACG 治愈 ##501537294##1185
风格多变却洗脑十足的日系曲库##日语 ACG 旅行 ##688857208##2817
【你也喜欢·海洋Bo】合集歌单 | 更新中
##华语 流行 古风 ##8934187899##8727
【甜度爆表】攒一堆甜歌 和爱的ta一起听！##华语 流行 快乐 ##8923553923##7311
元气清晨 | 清晨起床必听的清爽英文小调##流行 欧美 清新 ##8742919802##8044
松弛chill-hiphop 随性慵懒 高级背景音乐##电子 夜晚 放松 ##8946262713##7778
天赋不会给你刀刻般的记忆##孤独 ##8483404630##166
国风戏腔 | 人心多变，幻中吞幻##古风 放松 华语 ##7724264654##103384
英文小甜歌：欢乐 阳光 快乐氛围曲##欧美 流行 快乐 ##8615539052##17653
【绝美人声+完美电音】，触电节奏一秒倾心~##欧美 电子 清新 ##146852233##234619
美学纯音：纯粹 寂静 悠远 孤独 深邃##孤独 轻音乐 古典 ##8573117366##72905
「所以生命啊，它苦涩如歌。」##另类/独立 摇滚 夜晚 ##6612616283##44738
浪漫R&B | 微醺浸染 或丝般柔顺 或梦般性感##R&B/Soul 流行 欧美 ##8817049067##9924
〖我所挚爱的粤语男声〗##粤语 流行 经典 ##82857677##33350
连麻/隼/SASI /罗言/雪原双子/加木/脆皮##华语 流行 兴奋 ##8764306233##1989
氛围R&B | 性感 松弛女嗓与鼓点的碰撞##流行 欧美 R&B/Soul ##8746915907##4208
旋曜玉帛（原神尘歌壶音乐）##游戏 ACG ##7225711996##32419
氛围R&B | 浪漫血型 R&B血型人的每日必听曲##欧美 R&B/Soul 流行 ##8656474505##13043
宝藏乐队丨落日沉溺于橘色的海##摇滚 浪漫 华语 ##5020401051##41537
落日城市 | 傍晚日落时 绝美的蓝调时刻##欧美 R&B/Soul 摇滚 ##9100819747##1076
“干嘛听苦情歌 以为多浪漫”##说唱 华语 伤感 ##5456835430##15089
亡妻回忆录 | BGM一响亡妻登场##华语 流行 伤感 ##6988779336##11386
治愈的风｜即使一个人, 也请好好生活##华语 治愈 安静 ##7459082372##114887
【Jazzhiphop】威士忌/西海岸/混沌武士##电子 说唱 爵士 ##8776928368##6343
Jazz浪漫橘调&高级 慵懒 氛围背景音##爵士 浪漫 轻音乐 ##8911908307##14688
Urban · 历届格莱美精选集##欧美 说唱 R&B/Soul ##2902128439##29854
纯音乐·慵懒｜午后氛围咖啡馆##轻音乐 下午茶 浪漫 ##5281983103##14177
治愈纯音乐 | 人间温柔 聆听时光静好##轻音乐 清新 流行 ##8436750387##11530
绿野奔赴 | 沉浸大自然 静谧与美好之中##轻音乐 放松 安静 ##8374906983##5357
记忆闪帧接下来是没有你的冬##伤感 流行 华语 ##8119018816##16172
欧美放松向丨假期需要点节奏放松##欧美 放松 流行 ##8099934660##32022
怀抱着的即兴与浪漫——手风琴精选##轻音乐 怀旧 民谣 ##119781436##141558
深夜emo伤感丨一个人一首歌不同的故事##华语 流行 伤感 ##5349200976##47996
韩语R&B｜温柔在耳边凝成絮语##韩语 R&B/Soul 流行 ##8590814496##518
【银河系浪漫电台】热烈慵懒系宝藏乐队特辑##R&B/Soul 爵士 浪漫 ##2935259496##224
浪漫氛围感 | 浸于R&B的极致浪漫氛围中##欧美 R&B/Soul 流行 ##8790921098##4547
郑润泽｜如果说是真的爱我 ##华语 流行 浪漫 ##8536205583##1823
氛围R&B | 或甜或欲 浪漫迷醉的鼓点氛围##欧美 流行 R&B/Soul ##8823966093##14478
梦核｜。按F键逃离这个世界。(##另类/独立 孤独 轻音乐 ##8664213739##198
回春丹/蛙池/新裤子/犬儒/二手玫瑰/告五人##摇滚 华语 流行 ##2721184237##119940
自然之音 | 沉浸大自然 静谧与美好之中##轻音乐 清新 流行 ##8374925988##11573
跑步音乐超燃歌曲180步频踩点节奏控必备单##运动 兴奋 华语 ##8494569029##174009
巴洛克流行 I 摇滚和古典的美妙结合##欧美 摇滚 ##2903676321##14124
解不开的谜语是消失很久的你##夜晚 驾车 流行 ##7671550196##905
惬意时光丨做个浪漫的白日梦想家##欧美 下午茶 放松 ##7433846767##12802
【英文】燃爆全场的英文歌曲，嗨到天亮！##欧美 流行 兴奋 ##2669325401##95419
古风戏腔：一腔唱不尽此生悲凉##华语 古风 ##8675679753##20191
『宿命感 救赎感 破碎感 孤独感』单曲循环##伤感 孤独 浪漫 ##8669108505##3292
『我在意的人不是异性』官方歌单##欧美 摇滚 ##8309216024##5862
咖啡店循环一整天的氛围感歌单##浪漫 孤独 欧美 ##8885425724##9187
将我埋葬在某个寻常的雨夜##夜晚 伤感 轻音乐 ##709578185##4167
Jazz-Hiphop后花园｜寻找向日葵武士##欧美 爵士 说唱 ##7228015806##856
心烦意乱的时候 更适合听点安静的音乐##轻音乐 学习 治愈 ##2925177608##745
欧美丨旋律控的极致享受！##欧美 流行 ##5393192213##235648
戏腔绝唱 | 国风传唱 戏腔一响 惊艳全场##华语 流行 古风 ##8810744255##17144
旋律说唱｜好听不腻的hook ##华语 流行 说唱 ##7397817902##68261
日落漫游 | 趁着落日 去拥抱浪漫 拥抱自由##欧美 流行 快乐 ##9104022987##3669
旧歌都杀回来了 那旧人会重逢吗##华语 流行 伤感 ##7220832652##32811
天赐的声音第六季｜歌曲合集##华语 流行 影视原声 ##8858730243##8765
甜美的歌曲带给你甜美的心情##华语 治愈 浪漫 ##6906743821##186
“相信有纯白会越过山海”##摇滚 华语 另类/独立 ##910247465##1393
超有氛围感的车载歌单｜流行音乐##华语 流行 放松 ##7609163105##1942
「日语 男音」一秒沦陷的少年啊 慵懒.欲望.##日语 ##5066418237##6531
郑润泽 队长 颜人中 余佳运 h3r3##华语 流行 感动 ##12911015243##1897
烟雨江南 | 你一句春不晚 我到了真江南##华语 流行 古风 ##8814710412##3064
【虐向】be文必备歌曲|再见过路人##夜晚 伤感 孤独 ##8378202055##7873
爱 是三万滴眼泪汇成的海##网络歌曲 伤感 说唱 ##13250654100##2547
公路歌单｜自驾游 公路 旅行 诗和远方##华语 流行 安静 ##8788009908##2269
为什么会痛苦 明明人生都那么搞笑了##华语 流行 ##12990247906##17
码字专用bgm-燃曲/武曲/气势曲（二）##流行 古风 兴奋 ##2253943131##1905
封神音综：那些不容错过的神级Live现场##华语 流行 综艺 ##13266753611##311
中國風 | 醉臥杏花疏影裡##古风 古典 器乐 ##2104077818##1275
韩剧的OST女王们##韩语 影视原声 浪漫 ##8061626##79587
宿命感|“先成为自己的山再去找心中的海”##轻音乐 安静 夜晚 ##9299565837##21673
神仙华语live：教科书级别的舞台##华语 流行 综艺 ##9772659855##597
把坏情绪通通赶走：一键开启愉悦心情##华语 流行 快乐 ##12579939680##1907
“山野万里 你是我藏在微风中的欢喜”##流行 治愈 欧美 ##9211132654##2603
日系流行音乐精选｜走过没有你的街道##日语 流行 ACG ##2404832631##11551
「欧美清新」灵动旋律Hook | 奏响恋曲##欧美 流行 R&B/Soul ##13411287684##25
黄子弘凡｜除了快乐禁止入内演唱会##华语 快乐 流行 ##12766494801##3469
梦核美学 | 孤独 虚无 迷失 超现实主义风##电子 安静 孤独 ##10113950624##4370
欧美英文｜旋律 节奏 律动 氛围##欧美 流行 电子 ##6976173486##36710
高速开车必备 车载 硬曲 轻松##欧美 电子 驾车 ##5302076834##1617
天赐的声音第六季/歌手2025：1-6季精选集##华语 流行 综艺 ##13114158465##124
英文歌｜干净舒适温柔治愈系##华语 流行 安静 ##7569659586##12960
【街头气息】前卫潮店专属BGM##兴奋 流行 放松 ##7401632693##289
松弛100％/慵懒沉浸式/迷幻氛围曲##欧美 R&B/Soul 放松 ##13482239379##107
《九机门店标准运营歌单》-5月##工作 放松 欧美 ##7838413581##849
车载DJ丨无拘无束，潇洒自由##欧美 电子 驾车 ##8509028101##4667
数学摇滚 | 让复杂的节拍溶解在晴空中.##摇滚 ##12443719472##2497
国风热歌：壁上观 牵丝戏 春庭雪 寄明月##华语 古风 地铁 ##12854349462##12733
『车载』拒绝7妹虞姬精神氮泵##欧美 电子 驾车 ##10012093395##206
如果深情往事你已不再留恋 就让它随风飘远##安静 孤独 怀旧 ##7739812855##156
那些只听前奏就会上瘾的华语流行歌曲##华语 流行 治愈 ##6602966946##9066
逃避现实 沉浸在自己的幻想世界吧##思念 安静 ##12219336569##7400
超嗨DJ功爆 | 解压神曲，车载最爱听##电子 驾车 旅行 ##10055641280##2223
微醺｜R&B真的有点困##R&B/Soul 夜晚 ##7533323884##51546
『人间至宝』ヨルシカ|夜鹿 曲集##日语 流行 清新 ##2534894259##21222
极具宿命感的韩语｜我爱你直到时间尽头##流行 孤独 韩语 ##12545903160##3770
让耳朵怀孕的泰国经典歌曲##小语种 清新 散步 ##2765818591##3779
精选emo伤感 | 还是会忍不住的想你##伤感 华语 流行 ##7609132593##1873
放轻松 就当漫游地球 来和我一起听吧！##放松 欧美 ##5169111277##137349
车载烟嗓 | 我把故事酿成酒 一两相思一两愁##华语 驾车 伤感 ##13356748530##2611
「快乐星球」 会让你心情变好的英文歌##欧美 流行 快乐 ##7479752224##38463
天子呼来不上船，自称臣是酒中仙##华语 古风 ##2376219896##337
棱镜乐队，橘子海，新裤子，告五人##华语 工作 感动 ##8901808940##531
Emo说唱 | 伤口在烟雾中凝结##华语 流行 说唱 ##7220849432##59828
寂静鸣远 | 治愈悠扬 抚慰心绪 净化心灵##治愈 安静 流行 ##8846341333##10082
听潮阁｜地下歌手会闯出属于自己的路！##华语 流行 ##13047249631##473
“做有意义的事 过有意义的人生”##华语 流行 感动 ##13699185939##9
『古风DJ』｜麦子熟了五千次人民万岁第一次##华语 流行 网络歌曲 ##13305138164##468
一听就沦陷！耳朵“收割机”热歌合辑##华语 流行 孤独 ##13557781798##69
华语乐坛顶流热歌，全是回忆杀##华语 流行 网络歌曲 ##13402011858##99
欧美&律动活力 | 阳光 快乐 鲜花 风与自由##欧美 流行 快乐 ##13105175602##153
那些不经意哼出却想不起歌名的歌（日更）##流行 网络歌曲 说唱 ##9083853651##12047
【超燃节奏感嗨曲】 打游戏必备##欧美 电子 驾车 ##12649124895##663
失恋emo歌单 | 「孤独」「伤感」「失落」##华语 流行 说唱 ##5047368596##37659
KPOP随舞 | 这谁能忍住不跟跳##韩语 流行 舞曲 ##8232491318##110829
中国式浪漫『故事感/宿命感』##华语 流行 感动 ##8834550683##7313
『超甜Rap情歌』把快乐一键AirDrop给你##华语 说唱 浪漫 ##12856719041##1054
华语R&B | 百听不厌的华语节奏布鲁斯##华语 流行 R&B/Soul ##9381079097##5403
吸引好运/高能量显化/清新治愈小调##华语 快乐 R&B/Soul ##12697516954##999
【歐美】Trap/旋律說唱（切歌算我輸）持更##欧美 说唱 ##4952648595##51344
LoveLive! 莲之空女学院学园偶像俱乐部##日语 ACG 校园 ##7719179110##2847
【ACG】如梦想与过去所共鸣的回响##ACG 感动 浪漫 ##5469338662##243
快乐至上！那些让人听了心情变好的歌曲##流行 华语 快乐 ##7709900017##18674
一路生花！愿我们都能笑着放下##华语 治愈 安静 ##6803136788##990
伤感女声｜以前打扰了以后不会了##伤感 夜晚 ##13531702683##29
治愈时刻：雨天，宅家，独处，阅读，听歌##流行 夜晚 治愈 ##13370139350##244
如果你也喜欢温柔的慢歌##清晨 夜晚 ##2960939684##134
公路之歌：此生必驾318川藏线##华语 摇滚 民谣 ##2354578723##45596
只有熬不完的夜和听不完的网易云##流行 华语 伤感 ##2578556705##81640
说唱情歌：专属于rapper的温柔##说唱 华语 ##5245955646##5971
【旋律控】 一听即醉 开嗓即跪##欧美 电子 流行 ##12348223838##641
攻尽天下（节奏控的古风歌单）##古风 华语 网络歌曲 ##708924941##192783
速爆！今日必听华语，拯救你的耳朵##华语 流行 快乐 ##13557786820##176
欧美氛围 | 趁着落日 去拥抱浪漫 拥抱自由##欧美 流行 R&B/Soul ##8613484069##18257
改变磁场，吸引好运，快乐玄学100％欧美系##欧美 放松 快乐 ##10057496235##684
辣妹节拍器 | 动感少女的热舞派对##流行 欧美 舞曲 ##385446594##66859
梦核、怪核等核类助眠音乐合集##怀旧 孤独 安静 ##8928687868##106
运动【硬曲】【战歌起】自律时代##欧美 电子 驾车 ##9844238233##18175
店铺情歌｜花期与快乐如约光临##流行 下午茶 放松 ##13475166746##2
速爆！今日必听华语，拯救你的耳朵##华语 流行 网络歌曲 ##13557990566##151
恋爱频率开启｜谈甜甜的爱情，听甜甜的歌##流行 浪漫 清新 ##13338895223##247
Lil Ghost小鬼 | 把更多时间花在音乐上##说唱 流行 感动 ##2114596021##49859
仙品R&B |小众安静高级| 放松治愈/高级##欧美 R&B/Soul 放松 ##13419755787##459
低沉鼓点，极致低音享受 「车载」##欧美 电子 驾车 ##9527231372##68
原神bgm精选，学习工作用（远古圣山已更新##游戏 ##5282201650##30609
穿越十年情歌精选 | 让每一秒都沉浸在这##流行 华语 ##8219659219##159
横扫路途乏意：车载U盘100首情歌##华语 流行 驾车 ##12957816354##1502
